Ensembl	Gene Symbol	TPM
ENSG00000213988	ZNF90	0.51
ENSG00000213999	MEF2B	0.04
ENSG00000214022	REPIN1	3.46
ENSG00000214029	ZNF891	0.18
ENSG00000214336	FOXI3	0.69
ENSG00000214513	NOTO	0
ENSG00000214534	ZNF705E	0
ENSG00000214575	CPEB1	0.26
ENSG00000214652	ZNF727	0
ENSG00000214717	ZBED1	8.13
ENSG00000215271	HOMEZ	24.47
ENSG00000215343	ZNF705D	0
ENSG00000215356	ZNF705B	0
ENSG00000215372	ZNF705G	0
ENSG00000215397	SCRT2	0
ENSG00000215421	ZNF407	2.27
ENSG00000215612	HMX1	0
ENSG00000217236	SP9	0
ENSG00000218891	ZNF579	2.41
ENSG00000220201	ZGLP1	1.01
ENSG00000221818	EBF2	0
ENSG00000221869	CEBPD	12.87
ENSG00000221923	ZNF880	15.84
ENSG00000221994	ZNF630	0.32
ENSG00000223547	ZNF844	0.05
ENSG00000223614	ZNF735	0
ENSG00000225614	ZNF469	0.04
ENSG00000227059	ANHX	0
ENSG00000227124	ZNF717	4.48
ENSG00000228623	ZNF883	1.67
ENSG00000229544	NKX1-2	3.06
ENSG00000229676	ZNF492	0
ENSG00000229809	ZNF688	3.01
ENSG00000230797	YY2	0.63
ENSG00000232237	ASCL5	0
ENSG00000233608	TWIST2	20.64
ENSG00000234284	ZNF879	1.1
ENSG00000234444	ZNF736	0.88
ENSG00000235109	ZSCAN31	1.28
ENSG00000235608	NKX1-1	0
ENSG00000236104	ZBTB22	5.75
ENSG00000236287	ZBED5	28.88
ENSG00000236609	ZNF853	0.02
ENSG00000237440	ZNF737	2.15
ENSG00000237452	BHMG1	0.01
ENSG00000242852	ZNF709	0.36
ENSG00000243660	ZNF487	2.19
ENSG00000243678	NME2	887.75
ENSG00000243943	ZNF512	7.67
ENSG00000244405	ETV5	29.26
ENSG00000245680	ZNF585B	7.96
ENSG00000245848	CEBPA	0.94
ENSG00000248483	POU5F2	0
ENSG00000249459	ZNF286B	3.75
ENSG00000249471	ZNF324B	3.67
ENSG00000249709	ZNF564	1.06
ENSG00000249961	TERB1	0.04
ENSG00000250312	ZNF718	1.15
ENSG00000250571	GLI4	8.99
ENSG00000250709	CCDC169-SOHLH2	0.02
ENSG00000251192	ZNF674	2.04
ENSG00000251247	ZNF345	0.57
ENSG00000251369	ZNF550	4.06
ENSG00000251493	FOXD1	4.04
ENSG00000253293	HOXA10	0.16
ENSG00000253831	ETV3L	0
ENSG00000254004	ZNF260	3.35
ENSG00000255009	UBTFL1	0
ENSG00000255073	ZFP91-CNTF	0.48
ENSG00000255192	NANOGP8	0
ENSG00000256087	ZNF432	1.99
ENSG00000256223	ZNF10	2.23
ENSG00000256229	ZNF486	1.53
ENSG00000256294	ZNF225	0.87
ENSG00000256463	SALL3	0
ENSG00000256683	ZNF350	2.65
ENSG00000256771	ZNF253	0.79
ENSG00000257315	ZBED6	9.55
ENSG00000257446	ZNF878	0.04
ENSG00000257591	ZNF625	1.06
ENSG00000257923	CUX1	12.15
ENSG00000258405	ZNF578	0.29
ENSG00000258873	DUXA	0
ENSG00000260027	HOXB7	0.59
ENSG00000260428	SCX	0.14
ENSG00000260596	DUX4	0
ENSG00000261221	ZNF865	1.84
ENSG00000261678	SCRT1	0
ENSG00000261787	TCF24	0
ENSG00000263001	GTF2I	42.52
ENSG00000263002	ZNF234	2.4
ENSG00000265763	ZNF488	3.13
ENSG00000266265	KLF14	0
ENSG00000267041	ZNF850	0.87
ENSG00000267508	ZNF285	0.47
ENSG00000267680	ZNF224	3.96
ENSG00000268696	ZNF723	0
ENSG00000268738	HSFX2	0.05
ENSG00000269067	ZNF728	0
ENSG00000269343	ZNF587B	5.9
ENSG00000269404	SPIB	0.05
ENSG00000269502	DMRTC1	0
ENSG00000269699	ZIM2	0
ENSG00000270011	ZNF559-ZNF177	0.51
ENSG00000272602	ZNF595	2.13
ENSG00000273274	ZBTB8B	0.01
ENSG00000273514	FOXD4L6	0.02
ENSG00000273706	LHX1	0
ENSG00000274349	ZNF658	1.96
ENSG00000274529	SEBOX	0
ENSG00000275004	ZNF280B	0.13
ENSG00000275111	ZNF2	2.88
ENSG00000275410	HNF1B	0
ENSG00000276234	TADA2A	9.03
ENSG00000276644	DACH1	0
ENSG00000277462	ZNF670	1.74
ENSG00000278129	ZNF8	2.25
ENSG00000278318	ZNF229	2.95
ENSG00000278570	NR2E3	0.03
ENSG00000282757	DUXB	0
ENSG00000283039	KLF18	0
